"","name","module","disease","padj_CJD","lFC_CJD","padj_FFI","lFC_FFI"
"4896","Rbms3",3,"neither",NA,NA,NA,NA
"4904","Rcan2",3,"neither",NA,NA,NA,NA
"4913","Rdh14",3,"neither",NA,NA,NA,NA
"4922","Reln",3,"neither",NA,NA,NA,NA
"4924","Reps2",3,"neither",NA,NA,NA,NA
"4955","Rgs7bp",3,"neither",NA,NA,NA,NA
"4964","Rhob",3,"neither",NA,NA,NA,NA
"4974","Ric3",3,"neither",NA,NA,NA,NA
"4976","Ric8b",3,"neither",NA,NA,NA,NA
"4982","Rims1",3,"neither",NA,NA,NA,NA
"4983","Rims2",3,"neither",NA,NA,NA,NA
"4989","Ripor2",3,"neither",NA,NA,NA,NA
"4993","Rlim",3,"neither",NA,NA,NA,NA
"4997","Rmnd5a",3,"neither",NA,NA,NA,NA
"5005","Rnd3",3,"neither",NA,NA,NA,NA
"5007","Rnf103",3,"neither",NA,NA,NA,NA
"5014","Rnf128",3,"neither",NA,NA,NA,NA
"5017","Rnf14",3,"neither",NA,NA,NA,NA
"5021","Rnf150",3,"neither",NA,NA,NA,NA
"5039","Rnf44",3,"neither",NA,NA,NA,NA
"5044","Rnmt",3,"neither",NA,NA,NA,NA
"5048","Robo2",3,"neither",NA,NA,NA,NA
"5114","Rpp30",3,"neither",NA,NA,NA,NA
"5149","Rps6kb1",3,"neither",NA,NA,NA,NA
"5159","Rraga",3,"neither",NA,NA,NA,NA
"5160","Rragb",3,"neither",NA,NA,NA,NA
"5161","Rragc",3,"neither",NA,NA,NA,NA
"5164","Rrm2b",3,"neither",NA,NA,NA,NA
"5165","Rrn3",3,"neither",NA,NA,NA,NA
"5169","Rsl1d1",3,"neither",NA,NA,NA,NA
"5174","Rspry1",3,"neither",NA,NA,NA,NA
"5175","Rsrc1",3,"neither",NA,NA,NA,NA
"5176","Rsrc2",3,"neither",NA,NA,NA,NA
"5198","Rufy3",3,"FFI",NA,NA,0.0139347339560365,-0.317338704010671
"5207","Rwdd4a",3,"neither",NA,NA,NA,NA
"5218","Sacm1l",3,"neither",NA,NA,NA,NA
"5225","Samd8",3,"neither",NA,NA,NA,NA
"5239","Satb1",3,"neither",NA,NA,NA,NA
"5244","Sbno1",3,"neither",NA,NA,NA,NA
"5247","Scaf11",3,"neither",NA,NA,NA,NA
"5255","Scarb2",3,"neither",NA,NA,NA,NA
"5256","Sccpdh",3,"neither",NA,NA,NA,NA
"5263","Scg5",3,"neither",NA,NA,NA,NA
"5267","Scn1a",3,"neither",NA,NA,NA,NA
"5269","Scn2a",3,"neither",NA,NA,NA,NA
"5271","Scn3b",3,"neither",NA,NA,NA,NA
"5275","Scoc",3,"neither",NA,NA,NA,NA
"5279","Scrn3",3,"neither",NA,NA,NA,NA
"5302","Sec23a",3,"neither",NA,NA,NA,NA
"5310","Sec61b",3,"neither",NA,NA,NA,NA
"5314","Secisbp2l",3,"neither",NA,NA,NA,NA
"5316","Sel1l",3,"neither",NA,NA,NA,NA
"5327","Sema3e",3,"neither",NA,NA,NA,NA
"5335","Sema6d",3,"neither",NA,NA,NA,NA
"5337","Senp2",3,"neither",NA,NA,NA,NA
"5339","Senp5",3,"neither",NA,NA,NA,NA
"5341","Septin11",3,"neither",NA,NA,NA,NA
"5366","Serpini1",3,"neither",NA,NA,NA,NA
"5368","Sesn3",3,"neither",NA,NA,NA,NA
"5373","Setd7",3,"neither",NA,NA,NA,NA
"5385","Sfr1",3,"neither",NA,NA,NA,NA
"5391","Sgce",3,"neither",NA,NA,NA,NA
"5392","Sgip1",3,"neither",NA,NA,NA,NA
"5407","Sh3bgrl2",3,"neither",NA,NA,NA,NA
"5409","Sh3bp5",3,"neither",NA,NA,NA,NA
"5414","Sh3kbp1",3,"neither",NA,NA,NA,NA
"5431","Shroom2",3,"neither",NA,NA,NA,NA
"5448","Skil",3,"neither",NA,NA,NA,NA
"5458","Slc17a6",3,"neither",NA,NA,NA,NA
"5460","Slc1a1",3,"neither",NA,NA,NA,NA
"5469","Slc23a2",3,"neither",NA,NA,NA,NA
"5470","Slc24a2",3,"neither",NA,NA,NA,NA
"5492","Slc25a46",3,"neither",NA,NA,NA,NA
"5493","Slc25a5",3,"neither",NA,NA,NA,NA
"5494","Slc25a51",3,"neither",NA,NA,NA,NA
"5503","Slc30a1",3,"neither",NA,NA,NA,NA
"5507","Slc30a9",3,"neither",NA,NA,NA,NA
"5509","Slc33a1",3,"neither",NA,NA,NA,NA
"5516","Slc35e2",3,"neither",NA,NA,NA,NA
"5517","Slc35f1",3,"neither",NA,NA,NA,NA
"5518","Slc35f3",3,"neither",NA,NA,NA,NA
"5520","Slc35g2",3,"neither",NA,NA,NA,NA
"5522","Slc36a4",3,"neither",NA,NA,NA,NA
"5524","Slc38a1",3,"neither",NA,NA,NA,NA
"5529","Slc39a10",3,"neither",NA,NA,NA,NA
"5533","Slc39a6",3,"neither",NA,NA,NA,NA
"5541","Slc4a10",3,"neither",NA,NA,NA,NA
"5556","Slc7a14",3,"neither",NA,NA,NA,NA
"5560","Slc8a1",3,"neither",NA,NA,NA,NA
"5569","Slitrk3",3,"neither",NA,NA,NA,NA
"5570","Slitrk5",3,"neither",NA,NA,NA,NA
"5571","Slk",3,"neither",NA,NA,NA,NA
"5572","Slmap",3,"neither",NA,NA,NA,NA
"5583","Smarca5",3,"neither",NA,NA,NA,NA
"5607","Smim17",3,"neither",NA,NA,NA,NA
"5619","Sms",3,"neither",NA,NA,NA,NA
"5625","Snap91",3,"neither",NA,NA,NA,NA
"5627","Snapc3",3,"neither",NA,NA,NA,NA
"5663","Snx13",3,"neither",NA,NA,NA,NA
"5669","Snx2",3,"neither",NA,NA,NA,NA
"5674","Snx4",3,"neither",NA,NA,NA,NA
"5676","Snx6",3,"neither",NA,NA,NA,NA
"5679","Socs5",3,"neither",NA,NA,NA,NA
"5687","Sorl1",3,"neither",NA,NA,NA,NA
"5689","Sos1",3,"neither",NA,NA,NA,NA
"5693","Sox2",3,"neither",NA,NA,NA,NA
"5697","Spag9",3,"neither",NA,NA,NA,NA
"5699","Sparcl1",3,"neither",NA,NA,NA,NA
"5700","Spast",3,"neither",NA,NA,NA,NA
"5703","Spats2l",3,"neither",NA,NA,NA,NA
"5721","Spock3",3,"neither",NA,NA,NA,NA
"5762","Srpk2",3,"neither",NA,NA,NA,NA
"5781","Ss18l1",3,"neither",NA,NA,NA,NA
"5787","Ssr1",3,"neither",NA,NA,NA,NA
"5795","Ssx2ip",3,"neither",NA,NA,NA,NA
"5800","St6galnac5",3,"neither",NA,NA,NA,NA
"5804","St8sia1",3,"neither",NA,NA,NA,NA
"5805","St8sia3",3,"neither",NA,NA,NA,NA
"5809","Stam",3,"neither",NA,NA,NA,NA
"5810","Stambp",3,"neither",NA,NA,NA,NA
"5836","Stox2",3,"neither",NA,NA,NA,NA
"5839","Strap",3,"neither",NA,NA,NA,NA
"5840","Strbp",3,"neither",NA,NA,NA,NA
"5843","Strn",3,"neither",NA,NA,NA,NA
"5844","Strn3",3,"neither",NA,NA,NA,NA
"5846","Stt3a",3,"neither",NA,NA,NA,NA
"5851","Stx16",3,"neither",NA,NA,NA,NA
"5858","Stx7",3,"neither",NA,NA,NA,NA
"5863","Stxbp6",3,"neither",NA,NA,NA,NA
"5865","Sucla2",3,"neither",NA,NA,NA,NA
"5890","Suz12",3,"neither",NA,NA,NA,NA
"5892","Sv2b",3,"neither",NA,NA,NA,NA
"5902","Syn2",3,"neither",NA,NA,NA,NA
"5903","Syncrip",3,"neither",NA,NA,NA,NA
"5913","Synpr",3,"neither",NA,NA,NA,NA
"5925","Syt4",3,"neither",NA,NA,NA,NA
"5928","Sytl2",3,"neither",NA,NA,NA,NA
"5947","Taf2",3,"neither",NA,NA,NA,NA
"5949","Taf9",3,"neither",NA,NA,NA,NA
"5957","Tanc1",3,"neither",NA,NA,NA,NA
"5960","Taok1",3,"neither",NA,NA,NA,NA
"5969","Tasor",3,"neither",NA,NA,NA,NA
"5973","Tax1bp1",3,"neither",NA,NA,NA,NA
"5984","Tbc1d24",3,"neither",NA,NA,NA,NA
"5996","Tbl1x",3,"neither",NA,NA,NA,NA
"6000","Tbpl1",3,"neither",NA,NA,NA,NA
"6009","Tceal5",3,"neither",NA,NA,NA,NA
"6024","Tdrd7",3,"neither",NA,NA,NA,NA
"6035","Tent4b",3,"neither",NA,NA,NA,NA
"6040","Tex2",3,"neither",NA,NA,NA,NA
"6047","Tfg",3,"neither",NA,NA,NA,NA
"6050","Tfrc",3,"neither",NA,NA,NA,NA
"6100","Tle4",3,"neither",NA,NA,NA,NA
"6103","Tlk1",3,"neither",NA,NA,NA,NA
"6112","Tm9sf2",3,"neither",NA,NA,NA,NA
"6124","Tmed10",3,"neither",NA,NA,NA,NA
"6132","Tmeff2",3,"neither",NA,NA,NA,NA
"6140","Tmem126b",3,"neither",NA,NA,NA,NA
"6146","Tmem132b",3,"neither",NA,NA,NA,NA
"6148","Tmem135",3,"neither",NA,NA,NA,NA
"6159","Tmem165",3,"neither",NA,NA,NA,NA
"6170","Tmem184c",3,"neither",NA,NA,NA,NA
"6180","Tmem209",3,"neither",NA,NA,NA,NA
"6191","Tmem248",3,"neither",NA,NA,NA,NA
"6215","Tmem62",3,"neither",NA,NA,NA,NA
"6223","Tmem87a",3,"neither",NA,NA,NA,NA
"6224","Tmem87b",3,"neither",NA,NA,NA,NA
"6232","Tmod2",3,"neither",NA,NA,NA,NA
"6237","Tmtc1",3,"neither",NA,NA,NA,NA
"6243","Tmx4",3,"neither",NA,NA,NA,NA
"6244","Tnfrsf21",3,"neither",NA,NA,NA,NA
"6248","Tnks",3,"neither",NA,NA,NA,NA
"6254","Tnr",3,"neither",NA,NA,NA,NA
"6258","Tob1",3,"neither",NA,NA,NA,NA
"6259","Togaram1",3,"neither",NA,NA,NA,NA
"6263","Tomm20",3,"neither",NA,NA,NA,NA
"6279","Tpbg",3,"neither",NA,NA,NA,NA
"6288","Tpp2",3,"neither",NA,NA,NA,NA
"6289","Tppp",3,"neither",NA,NA,NA,NA
"6299","Tra2b",3,"neither",NA,NA,NA,NA
"6304","Trak2",3,"neither",NA,NA,NA,NA
"6313","Trappc13",3,"neither",NA,NA,NA,NA
"6319","Trappc8",3,"neither",NA,NA,NA,NA
"6323","Trhde",3,"neither",NA,NA,NA,NA
"6324","Trim2",3,"neither",NA,NA,NA,NA
"6325","Trim23",3,"neither",NA,NA,NA,NA
"6330","Trim32",3,"neither",NA,NA,NA,NA
"6331","Trim33",3,"neither",NA,NA,NA,NA
"6332","Trim35",3,"neither",NA,NA,NA,NA
"6336","Trim44",3,"neither",NA,NA,NA,NA
"6343","Triqk",3,"neither",NA,NA,NA,NA
"6352","Trnt1",3,"neither",NA,NA,NA,NA
"6358","Trpm3",3,"neither",NA,NA,NA,NA
"6374","Tshz3",3,"neither",NA,NA,NA,NA
"6386","Tspyl1",3,"neither",NA,NA,NA,NA
"6388","Tspyl4",3,"neither",NA,NA,NA,NA
"6389","Tspyl5",3,"neither",NA,NA,NA,NA
"6396","Ttbk2",3,"neither",NA,NA,NA,NA
"6403","Ttc39b",3,"neither",NA,NA,NA,NA
"6410","Ttc9c",3,"neither",NA,NA,NA,NA
"6415","Ttll7",3,"neither",NA,NA,NA,NA
"6439","Tulp4",3,"neither",NA,NA,NA,NA
"6450","Txndc16",3,"neither",NA,NA,NA,NA
"6454","Txnl1",3,"neither",NA,NA,NA,NA
"6457","Txnrd1",3,"neither",NA,NA,NA,NA
"6470","Uba3",3,"neither",NA,NA,NA,NA
"6482","Ube2b",3,"neither",NA,NA,NA,NA
"6486","Ube2e1",3,"neither",NA,NA,NA,NA
"6491","Ube2h",3,"neither",NA,NA,NA,NA
"6518","Ublcp1",3,"neither",NA,NA,NA,NA
"6521","Ubqln1",3,"neither",NA,NA,NA,NA
"6522","Ubqln2",3,"neither",NA,NA,NA,NA
"6531","Ubxn2a",3,"neither",NA,NA,NA,NA
"6545","Ufsp2",3,"neither",NA,NA,NA,NA
"6546","Ugcg",3,"neither",NA,NA,NA,NA
"6550","Uhmk1",3,"neither",NA,NA,NA,NA
"6554","Ulk2",3,"neither",NA,NA,NA,NA
"6559","Unc13c",3,"neither",NA,NA,NA,NA
"6563","Unc80",3,"FFI",NA,NA,0.000834425219009691,-0.573889744349835
"6565","Upf2",3,"neither",NA,NA,NA,NA
"6576","Uqcrfs1",3,"neither",NA,NA,NA,NA
"6580","Uri1",3,"neither",NA,NA,NA,NA
"6587","Uso1",3,"neither",NA,NA,NA,NA
"6592","Usp14",3,"neither",NA,NA,NA,NA
"6602","Usp31",3,"neither",NA,NA,NA,NA
"6605","Usp34",3,"neither",NA,NA,NA,NA
"6608","Usp45",3,"neither",NA,NA,NA,NA
"6615","Usp8",3,"neither",NA,NA,NA,NA
"6616","Usp9x",3,"neither",NA,NA,NA,NA
"6617","Utp18",3,"neither",NA,NA,NA,NA
"6622","Utrn",3,"neither",NA,NA,NA,NA
"6623","Uxs1",3,"neither",NA,NA,NA,NA
"6635","Vcpip1",3,"neither",NA,NA,NA,NA
"6636","Vcpkmt",3,"neither",NA,NA,NA,NA
"6651","Vldlr",3,"neither",NA,NA,NA,NA
"6654","Vopp1",3,"neither",NA,NA,NA,NA
"6661","Vps26a",3,"neither",NA,NA,NA,NA
"6667","Vps35",3,"neither",NA,NA,NA,NA
"6674","Vps50",3,"neither",NA,NA,NA,NA
"6684","Vstm2a",3,"neither",NA,NA,NA,NA
"6687","Vta1",3,"neither",NA,NA,NA,NA
"6692","Wac",3,"neither",NA,NA,NA,NA
"6696","Wasf3",3,"neither",NA,NA,NA,NA
"6700","Washc5",3,"FFI",NA,NA,0.0198257929046887,-0.305760935943235
"6703","Wbp11",3,"neither",NA,NA,NA,NA
"6706","Wdfy1",3,"neither",NA,NA,NA,NA
"6712","Wdr17",3,"neither",NA,NA,NA,NA
"6715","Wdr26",3,"neither",NA,NA,NA,NA
"6716","Wdr33",3,"CJD",0.0477055097117867,-0.273137949308229,NA,NA
"6720","Wdr37",3,"neither",NA,NA,NA,NA
"6724","Wdr45b",3,"neither",NA,NA,NA,NA
"6731","Wdr7",3,"neither",NA,NA,NA,NA
"6737","Wdr82",3,"neither",NA,NA,NA,NA
"6769","Xpo1",3,"neither",NA,NA,NA,NA
"6772","Xpot",3,"neither",NA,NA,NA,NA
"6773","Xpr1",3,"neither",NA,NA,NA,NA
"6785","Yipf5",3,"neither",NA,NA,NA,NA
"6789","Yme1l1",3,"neither",NA,NA,NA,NA
"6790","Ypel2",3,"neither",NA,NA,NA,NA
"6795","Ythdf1",3,"neither",NA,NA,NA,NA
"6796","Ythdf2",3,"neither",NA,NA,NA,NA
"6798","Ywhab",3,"neither",NA,NA,NA,NA
"6799","Ywhae",3,"neither",NA,NA,NA,NA
"6800","Ywhag",3,"neither",NA,NA,NA,NA
"6805","Zbtb11",3,"neither",NA,NA,NA,NA
"6806","Zbtb14",3,"neither",NA,NA,NA,NA
"6808","Zbtb18",3,"neither",NA,NA,NA,NA
"6818","Zc3h15",3,"neither",NA,NA,NA,NA
"6834","Zdhhc17",3,"neither",NA,NA,NA,NA
"6843","Zeb1",3,"neither",NA,NA,NA,NA
"6844","Zeb2",3,"neither",NA,NA,NA,NA
"6849","Zfand5",3,"neither",NA,NA,NA,NA
"6851","Zfc3h1",3,"neither",NA,NA,NA,NA
"6855","Zfp131",3,"neither",NA,NA,NA,NA
"6861","Zfp260",3,"neither",NA,NA,NA,NA
"6862","Zfp280d",3,"neither",NA,NA,NA,NA
"6866","Zfp354c",3,"neither",NA,NA,NA,NA
"6869","Zfp367",3,"neither",NA,NA,NA,NA
"6873","Zfp385b",3,"neither",NA,NA,NA,NA
"6883","Zfp536",3,"neither",NA,NA,NA,NA
"6885","Zfp597",3,"neither",NA,NA,NA,NA
"6886","Zfp60",3,"neither",NA,NA,NA,NA
"6888","Zfp612",3,"neither",NA,NA,NA,NA
"6901","Zfp763",3,"neither",NA,NA,NA,NA
"6908","Zfp871",3,"neither",NA,NA,NA,NA
"6909","Zfp91",3,"neither",NA,NA,NA,NA
"6915","Zfp955b",3,"neither",NA,NA,NA,NA
"6927","Zhx1",3,"neither",NA,NA,NA,NA
"6930","Zmat3",3,"neither",NA,NA,NA,NA
"6936","Zmym1",3,"neither",NA,NA,NA,NA
"6937","Zmym2",3,"neither",NA,NA,NA,NA
"6939","Zmynd11",3,"neither",NA,NA,NA,NA
"6951","Zranb2",3,"neither",NA,NA,NA,NA
"6957","Zwint",3,"neither",NA,NA,NA,NA
"6958","Zyg11b",3,"neither",NA,NA,NA,NA
"5","1110004F10Rik",4,"neither",NA,NA,NA,NA
"10","1110059E24Rik",4,"neither",NA,NA,NA,NA
"11","1110059G10Rik",4,"neither",NA,NA,NA,NA
"17","1700025G04Rik",4,"neither",NA,NA,NA,NA
"19","1700066M21Rik",4,"neither",NA,NA,NA,NA
"21","1810013L24Rik",4,"neither",NA,NA,NA,NA
"22","1810037I17Rik",4,"neither",NA,NA,NA,NA
"32","2410004B18Rik",4,"neither",NA,NA,NA,NA
"34","2510009E07Rik",4,"neither",NA,NA,NA,NA
"35","2610001J05Rik",4,"neither",NA,NA,NA,NA
"37","2610301B20Rik",4,"neither",NA,NA,NA,NA
"43","4930453N24Rik",4,"neither",NA,NA,NA,NA
"46","4933434E20Rik",4,"neither",NA,NA,NA,NA
"51","6330403K07Rik",4,"neither",NA,NA,NA,NA
"56","9530068E07Rik",4,"neither",NA,NA,NA,NA
"71","Aasdhppt",4,"neither",NA,NA,NA,NA
"94","Abhd13",4,"neither",NA,NA,NA,NA
"97","Abhd17b",4,"neither",NA,NA,NA,NA
"98","Abhd17c",4,"neither",NA,NA,NA,NA
"105","Abi2",4,"neither",NA,NA,NA,NA
"118","Acap2",4,"neither",NA,NA,NA,NA
"166","Acyp2",4,"neither",NA,NA,NA,NA
"198","Adi1",4,"FFI",NA,NA,0.00433229179075249,0.456721719904778
"200","Adk",4,"neither",NA,NA,NA,NA
"201","Ado",4,"neither",NA,NA,NA,NA
"212","Aebp2",4,"neither",NA,NA,NA,NA
"223","Agfg1",4,"neither",NA,NA,NA,NA
"230","Agpat5",4,"neither",NA,NA,NA,NA
"231","Agps",4,"neither",NA,NA,NA,NA
"236","Ahcyl1",4,"neither",NA,NA,NA,NA
"243","AI593442",4,"neither",NA,NA,NA,NA
"244","AI597479",4,"neither",NA,NA,NA,NA
"247","Aida",4,"neither",NA,NA,NA,NA
"257","Ak3",4,"neither",NA,NA,NA,NA
"264","Akap7",4,"neither",NA,NA,NA,NA
"268","Akirin1",4,"neither",NA,NA,NA,NA
"269","Akirin2",4,"neither",NA,NA,NA,NA
"285","Aldh1a1",4,"neither",NA,NA,NA,NA
"290","Aldh6a1",4,"neither",NA,NA,NA,NA
"296","Alg10b",4,"neither",NA,NA,NA,NA
"308","Amd1",4,"neither",NA,NA,NA,NA
"309","Amd2",4,"neither",NA,NA,NA,NA
"313","Amn1",4,"neither",NA,NA,NA,NA
"328","Ank",4,"neither",NA,NA,NA,NA
"341","Ankrd13c",4,"neither",NA,NA,NA,NA
"346","Ankrd29",4,"neither",NA,NA,NA,NA
"352","Ankrd46",4,"neither",NA,NA,NA,NA
"361","Ano3",4,"neither",NA,NA,NA,NA
"366","Anp32e",4,"neither",NA,NA,NA,NA
"375","Ap1g1",4,"neither",NA,NA,NA,NA
"378","Ap1s2",4,"neither",NA,NA,NA,NA
"389","Ap3s1",4,"neither",NA,NA,NA,NA
"392","Ap4s1",4,"neither",NA,NA,NA,NA
"393","Ap5m1",4,"neither",NA,NA,NA,NA
"406","Aph1b",4,"neither",NA,NA,NA,NA
"407","Api5",4,"neither",NA,NA,NA,NA
"412","Apod",4,"both",0.00846016086363515,0.459929749169199,3.34333757071739e-05,0.6162167254165
"420","Aqp4",4,"neither",NA,NA,NA,NA
"422","Arap2",4,"neither",NA,NA,NA,NA
"429","Arf4",4,"neither",NA,NA,NA,NA
"437","Arglu1",4,"neither",NA,NA,NA,NA
"449","Arhgap5",4,"neither",NA,NA,NA,NA
"468","Arih1",4,"neither",NA,NA,NA,NA
"472","Arl14ep",4,"neither",NA,NA,NA,NA
"473","Arl15",4,"neither",NA,NA,NA,NA
"476","Arl2bp",4,"neither",NA,NA,NA,NA
"481","Arl5a",4,"neither",NA,NA,NA,NA
"482","Arl5b",4,"neither",NA,NA,NA,NA
"484","Arl6ip1",4,"neither",NA,NA,NA,NA
"488","Arl8b",4,"neither",NA,NA,NA,NA
"489","Armc1",4,"neither",NA,NA,NA,NA
"499","Arpc2",4,"neither",NA,NA,NA,NA
"502","Arpc5",4,"neither",NA,NA,NA,NA
"503","Arpp21",4,"neither",NA,NA,NA,NA
"506","Arrdc3",4,"neither",NA,NA,NA,NA
"511","Arxes1",4,"neither",NA,NA,NA,NA
"512","Arxes2",4,"neither",NA,NA,NA,NA
"514","Asah1",4,"neither",NA,NA,NA,NA
"526","Aspa",4,"neither",NA,NA,NA,NA
"527","Asph",4,"neither",NA,NA,NA,NA
"534","Atad1",4,"neither",NA,NA,NA,NA
"539","Atf2",4,"neither",NA,NA,NA,NA
"546","Atg12",4,"neither",NA,NA,NA,NA
"554","Atg5",4,"neither",NA,NA,NA,NA
"574","Atp1b3",4,"neither",NA,NA,NA,NA
"588","Atp5g3",4,"neither",NA,NA,NA,NA
"590","Atp5j",4,"neither",NA,NA,NA,NA
"594","Atp5md",4,"neither",NA,NA,NA,NA
"597","Atp5pb",4,"neither",NA,NA,NA,NA
"598","ATP6",4,"neither",NA,NA,NA,NA
"610","Atp6v1d",4,"neither",NA,NA,NA,NA
"613","Atp6v1g1",4,"FFI",NA,NA,0.0437473796744531,0.316624571047799
"616","ATP8",4,"neither",NA,NA,NA,NA
"631","Atxn7l1",4,"neither",NA,NA,NA,NA
"633","Atxn7l3b",4,"neither",NA,NA,NA,NA
"642","AW549877",4,"neither",NA,NA,NA,NA
"645","Azi2",4,"neither",NA,NA,NA,NA
"646","Azin1",4,"neither",NA,NA,NA,NA
"648","B230217C12Rik",4,"neither",NA,NA,NA,NA
"649","B230219D22Rik",4,"neither",NA,NA,NA,NA
"650","B2m",4,"neither",NA,NA,NA,NA
"661","B4galt6",4,"neither",NA,NA,NA,NA
"663","B630019K06Rik",4,"neither",NA,NA,NA,NA
"666","Baalc",4,"FFI",NA,NA,0.0438433932024726,0.308666780200606
"673","Bag4",4,"neither",NA,NA,NA,NA
"684","Bbip1",4,"neither",NA,NA,NA,NA
"697","Bcap29",4,"neither",NA,NA,NA,NA
"718","Bend6",4,"neither",NA,NA,NA,NA
"719","Bet1",4,"neither",NA,NA,NA,NA
"733","Bloc1s6",4,"neither",NA,NA,NA,NA
"737","Bmi1",4,"neither",NA,NA,NA,NA
"739","Bmpr1a",4,"neither",NA,NA,NA,NA
"740","Bmpr2",4,"neither",NA,NA,NA,NA
"743","Bnip3",4,"neither",NA,NA,NA,NA
"744","Bnip3l",4,"neither",NA,NA,NA,NA
"754","Bpnt2",4,"neither",NA,NA,NA,NA
"775","Brox",4,"neither",NA,NA,NA,NA
"784","Btbd1",4,"neither",NA,NA,NA,NA
"793","Btf3",4,"neither",NA,NA,NA,NA
"799","Bzw1",4,"neither",NA,NA,NA,NA
"803","C1galt1c1",4,"neither",NA,NA,NA,NA
"805","C1qbp",4,"neither",NA,NA,NA,NA
"811","C330007P06Rik",4,"neither",NA,NA,NA,NA
"813","C9orf72",4,"neither",NA,NA,NA,NA
"814","Cab39",4,"neither",NA,NA,NA,NA
"815","Cab39l",4,"neither",NA,NA,NA,NA
"828","Cacna2d1",4,"neither",NA,NA,NA,NA
"840","Cacul1",4,"neither",NA,NA,NA,NA
"849","Calca",4,"neither",NA,NA,NA,NA
"851","Calm1",4,"neither",NA,NA,NA,NA
"856","Calu",4,"neither",NA,NA,NA,NA
"865","Camk2n1",4,"neither",NA,NA,NA,NA
"890","Capza1",4,"neither",NA,NA,NA,NA
"891","Capza2",4,"neither",NA,NA,NA,NA
"905","Casd1",4,"neither",NA,NA,NA,NA
"911","Cav2",4,"neither",NA,NA,NA,NA
"914","Cbfb",4,"neither",NA,NA,NA,NA
"916","Cbln2",4,"neither",NA,NA,NA,NA
"921","Cbx3",4,"neither",NA,NA,NA,NA
"950","Ccdc88a",4,"neither",NA,NA,NA,NA
"961","Ccn3",4,"neither",NA,NA,NA,NA
"965","Ccng1",4,"neither",NA,NA,NA,NA
"966","Ccng2",4,"neither",NA,NA,NA,NA
"968","Ccni",4,"FFI",NA,NA,0.041105170574313,0.357392275532836
"971","Ccnq",4,"neither",NA,NA,NA,NA
"973","Ccp110",4,"neither",NA,NA,NA,NA
"984","Cd164",4,"neither",NA,NA,NA,NA
"987","Cd24a",4,"neither",NA,NA,NA,NA
"991","Cd47",4,"neither",NA,NA,NA,NA
"993","Cd83",4,"neither",NA,NA,NA,NA
"994","Cd9",4,"FFI",NA,NA,0.041105170574313,0.360962719111414
"1004","Cdc37l1",4,"neither",NA,NA,NA,NA
"1010","Cdc42se2",4,"neither",NA,NA,NA,NA
"1022","Cdk14",4,"neither",NA,NA,NA,NA
"1024","Cdk17",4,"neither",NA,NA,NA,NA
"1026","Cdk19",4,"neither",NA,NA,NA,NA
"1046","Cdv3",4,"neither",NA,NA,NA,NA
"1049","Celf2",4,"neither",NA,NA,NA,NA
"1061","Cep170",4,"neither",NA,NA,NA,NA
"1068","Cept1",4,"neither",NA,NA,NA,NA
"1070","Cers2",4,"neither",NA,NA,NA,NA
"1072","Cetn2",4,"neither",NA,NA,NA,NA
"1073","Cetn3",4,"neither",NA,NA,NA,NA
"1079","Cfl2",4,"neither",NA,NA,NA,NA
"1080","Cggbp1",4,"neither",NA,NA,NA,NA
"1082","Chac2",4,"neither",NA,NA,NA,NA
"1107","Chmp2b",4,"neither",NA,NA,NA,NA
"1109","Chmp4b",4,"neither",NA,NA,NA,NA
"1110","Chmp5",4,"neither",NA,NA,NA,NA
"1115","Chp1",4,"neither",NA,NA,NA,NA
"1118","Chpt1",4,"neither",NA,NA,NA,NA
"1126","Chst11",4,"neither",NA,NA,NA,NA
"1128","Chtop",4,"neither",NA,NA,NA,NA
"1144","Cisd2",4,"neither",NA,NA,NA,NA
"1147","Cited2",4,"neither",NA,NA,NA,NA
"1156","Clcn3",4,"neither",NA,NA,NA,NA
"1157","Clcn4",4,"neither",NA,NA,NA,NA
"1160","Cldn10",4,"FFI",NA,NA,0.0498960893618763,0.343264580888349
"1161","Cldn11",4,"neither",NA,NA,NA,NA
"1164","Cldnd1",4,"neither",NA,NA,NA,NA
"1194","Clvs1",4,"neither",NA,NA,NA,NA
"1195","Clvs2",4,"neither",NA,NA,NA,NA
"1202","Cmpk1",4,"neither",NA,NA,NA,NA
"1207","Cnbp",4,"neither",NA,NA,NA,NA
"1209","Cnep1r1",4,"neither",NA,NA,NA,NA
"1210","Cnih1",4,"neither",NA,NA,NA,NA
"1219","Cnot2",4,"neither",NA,NA,NA,NA
"1221","Cnot6",4,"neither",NA,NA,NA,NA
"1222","Cnot7",4,"neither",NA,NA,NA,NA
"1228","Cnr1",4,"neither",NA,NA,NA,NA
"1238","Coa5",4,"neither",NA,NA,NA,NA
"1239","Coa6",4,"neither",NA,NA,NA,NA
"1246","Cog5",4,"neither",NA,NA,NA,NA
"1247","Cog6",4,"neither",NA,NA,NA,NA
"1253","Commd3",4,"neither",NA,NA,NA,NA
"1257","Commd8",4,"neither",NA,NA,NA,NA
"1262","Copb1",4,"neither",NA,NA,NA,NA
"1268","Cops2",4,"neither",NA,NA,NA,NA
"1270","Cops4",4,"neither",NA,NA,NA,NA
"1277","Coq10b",4,"neither",NA,NA,NA,NA
"1294","COX1",4,"FFI",NA,NA,0.0151022084425412,0.443448179803384
